api_2gram,frequency
InternetSetOptionW->InternetCrackUrlW,1
InternetCrackUrlW->HttpQueryInfoW,1
HttpQueryInfoW->InternetQueryOptionW,1
InternetQueryOptionW->HttpOpenRequestW,1
HttpOpenRequestW->HttpSendRequestW,1
HttpSendRequestW->FtpOpenFileW,1
FtpOpenFileW->FtpGetFileSize,1
FtpGetFileSize->InternetOpenUrlW,1
InternetOpenUrlW->InternetConnectW,1
InternetConnectW->InternetQueryDataAvailable,1
InternetQueryDataAvailable->GetProcessMemoryInfo,1
GetProcessMemoryInfo->IcmpCreateFile,1
IcmpCreateFile->IcmpCloseHandle,1
IcmpSendEcho->UnloadUserProfile,1
CreateEnvironmentBlock->LoadUserProfileW,1
LoadUserProfileW->IsThemeActive,1
IsThemeActive->WaitForSingleObject,1
MulDiv->GetVersionExW,1
GetVersionExW->GetSystemInfo,1
GetSystemInfo->FreeLibrary,1
GetProcAddress->SetErrorMode,1
WideCharToMultiByte->lstrcpyW,1
lstrlenW->GetModuleHandleW,1
QueryPerformanceCounter->VirtualFreeEx,1
VirtualFreeEx->OpenProcess,1
OpenProcess->VirtualAllocEx,1
VirtualAllocEx->WriteProcessMemory,1
WriteProcessMemory->ReadProcessMemory,1
ReadProcessMemory->CreateFileW,1
CreateFileW->SetFilePointerEx,1
SetFilePointerEx->ReadFile,1
FlushFileBuffers->TerminateProcess,1
TerminateProcess->CreateToolhelp32Snapshot,1
Process32NextW->SetFileTime,1
SetFileTime->GetFileAttributesW,1
DeleteFileW->CloseHandle,1
CloseHandle->MoveFileW,1
MoveFileW->CopyFileW,1
RemoveDirectoryW->SetSystemPowerState,1
SetSystemPowerState->QueryPerformanceFrequency,1
QueryPerformanceFrequency->FindResourceW,1
SizeofResource->EnumResourceNamesW,1
EnumResourceNamesW->OutputDebugStringW,1
OutputDebugStringW->GetTempPathW,1
GetTempPathW->GetTempFileNameW,1
GetTempFileNameW->DeviceIoControl,1
DeviceIoControl->GetLocalTime,1
GetLocalTime->CompareStringW,1
CompareStringW->DeleteCriticalSection,1
CreateThread->LeaveCriticalSection,1
CreatePipe->InterlockedExchange,1
InterlockedExchange->TerminateThread,1
TerminateThread->LoadLibraryExW,1
FindResourceExW->VirtualFree,1
VirtualFree->FormatMessageW,1
FormatMessageW->GetExitCodeProcess,1
GetExitCodeProcess->GetPrivateProfileStringW,1
WritePrivateProfileStringW->GetPrivateProfileSectionW,1
GetPrivateProfileSectionW->WritePrivateProfileSectionW,1
WritePrivateProfileSectionW->GetPrivateProfileSectionNamesW,1
GetPrivateProfileSectionNamesW->FileTimeToLocalFileTime,1
LocalFileTimeToFileTime->GetDriveTypeW,1
GetDiskFreeSpaceExW->GetDiskFreeSpaceW,1
GetDiskFreeSpaceW->GetVolumeInformationW,1
GetVolumeInformationW->SetVolumeLabelW,1
SetVolumeLabelW->CreateHardLinkW,1
CreateHardLinkW->SetFileAttributesW,1
SetFileAttributesW->GetShortPathNameW,1
GetShortPathNameW->CreateEventW,1
SetEnvironmentVariableW->GlobalLock,1
GlobalAlloc->GetFileSize,1
GetFileSize->GlobalFree,1
GlobalFree->GlobalMemoryStatusEx,1
GlobalMemoryStatusEx->Beep,1
Beep->GetSystemDirectoryW,1
GetSystemDirectoryW->GetComputerNameW,1
GetComputerNameW->GetWindowsDirectoryW,1
GetWindowsDirectoryW->GetCurrentProcessId,1
GetCurrentProcessId->GetProcessIoCounters,1
GetProcessIoCounters->CreateProcessW,1
CreateProcessW->SetPriorityClass,1
SetPriorityClass->LoadLibraryW,1
LoadLibraryW->VirtualAlloc,1
GetFullPathNameW->SetCurrentDirectoryW,1
SetCurrentDirectoryW->IsDebuggerPresent,1
IsDebuggerPresent->GetCurrentDirectoryW,1
GetCurrentDirectoryW->lstrcmpiW,1
InitializeCriticalSectionAndSpinCount->InterlockedDecrement,1
InterlockedIncrement->DuplicateHandle,1
EnterCriticalSection->GetCurrentThread,1
GetCurrentThread->ExitProcess,1
GetModuleHandleExW->ExitThread,1
ExitThread->GetSystemTimeAsFileTime,1
GetSystemTimeAsFileTime->ResumeThread,1
GetCommandLineW->IsProcessorFeaturePresent,1
GetStartupInfoW->GetStringTypeW,1
GetFileType->GetConsoleCP,1
GetConsoleMode->RtlUnwind,1
RtlUnwind->ReadConsoleW,1
ReadConsoleW->SetFilePointer,1
SetFilePointer->GetTimeZoneInformation,1
GetTimeFormatW->LCMapStringW,1
LCMapStringW->GetEnvironmentStringsW,1
SetEndOfFile->FindNextFileW,1
FindNextFileW->SetEnvironmentVariableA,1
SetEnvironmentVariableA->CopyImage,1
CopyImage->SetWindowPos,1
SetWindowPos->GetCursorInfo,1
GetCursorInfo->RegisterHotKey,1
RegisterHotKey->ClientToScreen,1
ClientToScreen->GetKeyboardLayoutNameW,1
GetKeyboardLayoutNameW->IsCharAlphaW,1
IsCharAlphaW->IsCharAlphaNumericW,1
IsCharAlphaNumericW->IsCharLowerW,1
IsCharLowerW->IsCharUpperW,1
IsCharUpperW->GetMenuStringW,1
GetMenuStringW->GetSubMenu,1
GetSubMenu->GetCaretPos,1
GetCaretPos->IsZoomed,1
IsZoomed->MonitorFromPoint,1
MonitorFromPoint->GetMonitorInfoW,1
GetMonitorInfoW->SetWindowLongW,1
SetWindowLongW->SetLayeredWindowAttributes,1
SetLayeredWindowAttributes->FlashWindow,1
FlashWindow->GetClassLongW,1
GetClassLongW->TranslateAcceleratorW,1
TranslateAcceleratorW->IsDialogMessageW,1
IsDialogMessageW->GetSysColor,1
GetSysColor->InflateRect,1
InflateRect->DrawFocusRect,1
DrawFocusRect->DrawTextW,1
DrawTextW->FrameRect,1
FrameRect->DrawFrameControl,1
DrawFrameControl->FillRect,1
FillRect->PtInRect,1
PtInRect->DestroyAcceleratorTable,1
DestroyAcceleratorTable->CreateAcceleratorTableW,1
CreateAcceleratorTableW->SetCursor,1
SetCursor->GetWindowDC,1
GetWindowDC->GetSystemMetrics,1
GetSystemMetrics->DrawMenuBar,1
DrawMenuBar->GetActiveWindow,1
GetActiveWindow->CharNextW,1
CharNextW->wsprintfW,1
wsprintfW->RedrawWindow,1
RedrawWindow->DestroyMenu,1
DestroyMenu->SetMenu,1
SetMenu->GetWindowTextLengthW,1
GetWindowTextLengthW->CreateMenu,1
CreateMenu->IsDlgButtonChecked,1
IsDlgButtonChecked->DefDlgProcW,1
DefDlgProcW->CallWindowProcW,1
CallWindowProcW->ReleaseCapture,1
SetCapture->MonitorFromRect,1
MonitorFromRect->LoadImageW,1
LoadImageW->CreateIconFromResourceEx,1
CreateIconFromResourceEx->mouse_event,1
mouse_event->ExitWindowsEx,1
ExitWindowsEx->SetActiveWindow,1
SetActiveWindow->FindWindowExW,1
FindWindowExW->EnumThreadWindows,1
EnumThreadWindows->SetMenuDefaultItem,1
SetMenuDefaultItem->InsertMenuItemW,1
InsertMenuItemW->IsMenu,1
IsMenu->TrackPopupMenuEx,1
TrackPopupMenuEx->AdjustWindowRectEx,1
AdjustWindowRectEx->DeleteMenu,1
DeleteMenu->CheckMenuRadioItem,1
CheckMenuRadioItem->GetMenuItemID,1
GetMenuItemCount->SetMenuItemInfoW,1
SetMenuItemInfoW->GetMenuItemInfoW,1
GetMenuItemInfoW->SetForegroundWindow,1
IsIconic->UnregisterHotKey,1
UnregisterHotKey->SystemParametersInfoW,1
SystemParametersInfoW->keybd_event,1
keybd_event->SendInput,1
SendInput->GetAsyncKeyState,1
GetAsyncKeyState->SetKeyboardState,1
SetKeyboardState->GetKeyboardState,1
GetKeyboardState->GetKeyState,1
GetKeyState->VkKeyScanW,1
VkKeyScanW->LoadStringW,1
LoadStringW->DialogBoxParamW,1
DialogBoxParamW->MessageBeep,1
MessageBeep->EndDialog,1
SetWindowTextW->CopyRect,1
CopyRect->ReleaseDC,1
GetDC->EndPaint,1
GetClientRect->GetMenu,1
GetMenu->DestroyWindow,1
EnumWindows->GetDesktopWindow,1
GetDesktopWindow->IsWindow,1
IsWindow->IsWindowEnabled,1
IsWindowVisible->EnableWindow,1
GetWindowLongW->GetWindowThreadProcessId,1
GetWindowThreadProcessId->AttachThreadInput,1
AttachThreadInput->GetFocus,1
GetFocus->ScreenToClient,1
ScreenToClient->SendMessageTimeoutW,1
SendMessageTimeoutW->EnumChildWindows,1
EnumChildWindows->CharUpperBuffW,1
CharUpperBuffW->GetClassNameW,1
GetClassNameW->GetParent,1
GetParent->GetDlgCtrlID,1
GetDlgCtrlID->SendMessageW,1
SendMessageW->MapVirtualKeyW,1
MapVirtualKeyW->PostMessageW,1
GetWindowRect->SetUserObjectSecurity,1
SetProcessWindowStation->GetProcessWindowStation,1
GetProcessWindowStation->OpenWindowStationW,1
OpenWindowStationW->GetUserObjectSecurity,1
GetUserObjectSecurity->SetRect,1
SetRect->SetClipboardData,1
EmptyClipboard->CountClipboardFormats,1
CountClipboardFormats->CloseClipboard,1
GetClipboardData->IsClipboardFormatAvailable,1
IsClipboardFormatAvailable->OpenClipboard,1
OpenClipboard->BlockInput,1
BlockInput->GetMessageW,1
GetMessageW->LockWindowUpdate,1
LockWindowUpdate->DispatchMessageW,1
TranslateMessage->GetCursorPos,1
GetCursorPos->PeekMessageW,1
PeekMessageW->MessageBoxW,1
DefWindowProcW->MoveWindow,1
MoveWindow->SetFocus,1
SetFocus->PostQuitMessage,1
PostQuitMessage->KillTimer,1
KillTimer->CreatePopupMenu,1
CreatePopupMenu->RegisterWindowMessageW,1
SetTimer->ShowWindow,1
ShowWindow->CreateWindowExW,1
LoadCursorW->GetSysColorBrush,1
GetSysColorBrush->GetForegroundWindow,1
GetForegroundWindow->MessageBoxA,1
MessageBoxA->DestroyIcon,1
DestroyIcon->FindWindowW,1
FindWindowW->CharLowerBuffW,1
CharLowerBuffW->GetWindowTextW,1
GetWindowTextW->SetPixel,1
SetPixel->DeleteObject,1
GetTextExtentPoint32W->ExtCreatePen,1
ExtCreatePen->StrokeAndFillPath,1
StrokeAndFillPath->StrokePath,1
StrokePath->GetDeviceCaps,1
GetDeviceCaps->CloseFigure,1
CloseFigure->LineTo,1
LineTo->AngleArc,1
AngleArc->CreateCompatibleBitmap,1
CreateCompatibleDC->MoveToEx,1
MoveToEx->Ellipse,1
Ellipse->PolyDraw,1
PolyDraw->BeginPath,1
BeginPath->SelectObject,1
SelectObject->StretchBlt,1
StretchBlt->GetDIBits,1
GetPixel->CreateDCW,1
CreateDCW->GetStockObject,1
GetStockObject->Rectangle,1
Rectangle->SetViewportOrgEx,1
SetViewportOrgEx->GetObjectW,1
GetObjectW->SetBkMode,1
SetBkMode->RoundRect,1
RoundRect->SetBkColor,1
SetTextColor->CreateFontW,1
CreateFontW->GetTextFaceW,1
GetTextFaceW->EndPath,1
EndPath->GetSaveFileNameW,1
GetOpenFileNameW->GetAclInformation,1
GetAclInformation->RegEnumValueW,1
RegEnumValueW->RegDeleteValueW,1
RegEnumKeyExW->RegSetValueExW,1
RegCreateKeyExW->GetUserNameW,1
GetUserNameW->RegOpenKeyExW,1
RegConnectRegistryW->InitializeSecurityDescriptor,1
InitializeAcl->AdjustTokenPrivileges,1
AdjustTokenPrivileges->OpenThreadToken,1
LookupPrivilegeValueW->DuplicateTokenEx,1
DuplicateTokenEx->CreateProcessAsUserW,1
CreateProcessAsUserW->CreateProcessWithLogonW,1
CreateProcessWithLogonW->GetLengthSid,1
CopySid->InitiateSystemShutdownExW,1
InitiateSystemShutdownExW->LogonUserW,1
LogonUserW->AllocateAndInitializeSid,1
FreeSid->GetTokenInformation,1
SetSecurityDescriptorDacl->AddAce,1
GetAce->DragQueryPoint,1
DragQueryPoint->ShellExecuteExW,1
ShellExecuteExW->DragQueryFileW,1
DragQueryFileW->SHEmptyRecycleBinW,1
SHEmptyRecycleBinW->SHBrowseForFolderW,1
SHBrowseForFolderW->SHGetFolderPathW,1
SHFileOperationW->SHGetPathFromIDListW,1
SHGetDesktopFolder->SHGetMalloc,1
SHGetMalloc->ExtractIconExW,1
ExtractIconExW->Shell_NotifyIconW,1
Shell_NotifyIconW->ShellExecuteW,1
ShellExecuteW->DragFinish,1
DragFinish->CoTaskMemAlloc,1
CLSIDFromString->ProgIDFromCLSID,1
ProgIDFromCLSID->CLSIDFromProgID,1
CLSIDFromProgID->OleSetMenuDescriptor,1
OleSetMenuDescriptor->MkParseDisplayName,1
MkParseDisplayName->OleSetContainedObject,1
OleSetContainedObject->CoCreateInstance,1
IIDFromString->StringFromGUID2,1
CoUninitialize->GetRunningObjectTable,1
GetRunningObjectTable->CoGetInstanceFromFile,1
CoGetInstanceFromFile->CoGetObject,1
CoGetObject->CoInitializeSecurity,1
CoInitializeSecurity->CoCreateInstanceEx,1
CoCreateInstanceEx->CoSetProxyBlanket,1
CoSetProxyBlanket->RegisterTypeLib,1
RegisterTypeLib->LoadTypeLibEx,1
LoadTypeLibEx->VariantCopyInd,1
VariantCopyInd->SysReAllocString,1
SysReAllocString->SysFreeString,1
SysFreeString->SafeArrayDestroyDescriptor,1
SafeArrayDestroyDescriptor->SafeArrayDestroyData,1
SafeArrayDestroyData->SafeArrayUnaccessData,1
SafeArrayAccessData->SafeArrayAllocData,1
SafeArrayAllocData->UnRegisterTypeLib,1
UnRegisterTypeLib->SafeArrayCreateVector,1
SafeArrayCreateVector->SysAllocString,1
SysStringLen->VariantTimeToSystemTime,1
VariantTimeToSystemTime->VarR8FromDec,1
VarR8FromDec->SafeArrayGetVartype,1
SafeArrayGetVartype->OleLoadPicture,1
OleLoadPicture->QueryPathOfRegTypeLib,1
QueryPathOfRegTypeLib->VariantCopy,1
VariantClear->CreateDispTypeInfo,1
CreateDispTypeInfo->CreateStdDispatch,1
CreateStdDispatch->DispCallFunc,1
DispCallFunc->VariantChangeType,1
VariantChangeType->SafeArrayAllocDescriptorEx,1
SafeArrayAllocDescriptorEx->VariantInit,1
waveInClose->joyReleaseCapture,1
joyReleaseCapture->joySetCapture,1
CreateThread->lstrcpyA,1
lstrcpyA->ResetEvent,1
ResetEvent->GetModuleHandleA,1
GetSystemTime->GetFileAttributesW,1
GetFileAttributesW->SetEvent,1
SetEvent->TlsGetValue,1
TlsGetValue->FindAtomW,1
FindAtomW->GetCommandLineW,1
LoadLibraryW->GetTickCount,1
GetTickCount->HeapCreate,1
HeapCreate->GetDiskFreeSpaceW,1
GetDiskFreeSpaceW->SetLastError,1
SetLastError->ResumeThread,1
ResumeThread->GetComputerNameA,1
GetComputerNameA->CreateFileA,1
CreateFileA->GetLengthSid,1
GetLengthSid->CloseEventLog,1
CloseEventLog->RegEnumKeyExA,1
RegEnumKeyExA->GetFileSecurityA,1
GetFileSecurityA->GetUserNameW,1
GetUserNameW->RegDeleteKeyA,1
RegDeleteKeyA->RegQueryValueA,1
RegQueryValueA->RegCloseKey,1
RegEnumValueA->IsTokenRestricted,1
IsTokenRestricted->CreateServiceW,1
CreateServiceW->IsValidAcl,1
IsValidAcl->RegCreateKeyExA,1
RegCreateKeyExA->CertTrustInit,1
CertTrustInit->CertTrustFinalPolicy,1
CertTrustFinalPolicy->CertTrustCertPolicy,1
CertTrustCertPolicy->CertTrustCleanup,1
CertTrustCleanup->DecodeRecipientID,1
DecodeRecipientID->MessageBoxA,1
GetProcessHeap->GetSystemDirectoryA,1
GetSystemTime->ExitProcess,1
ExitProcess->GetCurrentThreadId,1
VirtualFree->TerminateThread,1
TerminateThread->GetLastError,1
GetModuleHandleA->FileTimeToLocalFileTime,1
VirtualProtect->HeapDestroy,1
HeapDestroy->EnumWindows,1
EnumWindows->UpdateWindow,1
UpdateWindow->LoadAcceleratorsA,1
LoadAcceleratorsA->IsZoomed,1
IsZoomed->GetBitmapBits,1
GetBitmapBits->CopySid,1
CoUninitialize->GetProcessMemoryInfo,1
GetProcessMemoryInfo->EditStreamSetNameA,1
EditStreamSetNameA->DrawDibStop,1
DrawDibStop->ICOpen,1
SetViewportOrgEx->CreateDIBitmap,1
CreateDIBitmap->GetTextMetricsA,1
SetBkMode->CreatePen,1
CreatePen->CreatePenIndirect,1
CreatePenIndirect->ExtFloodFill,1
ExtFloodFill->CreatePolyPolygonRgn,1
CreatePolyPolygonRgn->RectVisible,1
RectVisible->GetTextFaceW,1
GetTextFaceW->GetClipBox,1
GetClipBox->CharNextW,1
CharNextW->SetSysColors,1
SetSysColors->GetKeyboardLayoutNameW,1
GetKeyboardLayoutNameW->SendMessageTimeoutW,1
SendMessageTimeoutW->LoadMenuA,1
LoadMenuA->DestroyIcon,1
DestroyIcon->GetClassNameW,1
GetClassNameW->WindowFromPoint,1
WindowFromPoint->GetKeyboardLayout,1
GetKeyboardLayout->DefMDIChildProcA,1
DefMDIChildProcA->IsCharUpperA,1
IsCharUpperA->PtInRect,1
PtInRect->ScrollWindowEx,1
ScrollWindowEx->SetFocus,1
SetFocus->LoadMenuW,1
LoadMenuW->GetMenuStringW,1
GetMenuStringW->LoadCursorA,1
ShowWindow->SendMessageA,1
SendMessageA->ArrangeIconicWindows,1
ArrangeIconicWindows->GetActiveWindow,1
GetActiveWindow->LoadCursorW,1
LoadCursorW->GetMenuItemID,1
GetMenuItemID->SetScrollInfo,1
SetScrollInfo->MessageBoxExW,1
MessageBoxExW->OpenEventW,1
OpenEventW->FlushFileBuffers,1
FlushFileBuffers->SetWaitableTimer,1
SetWaitableTimer->GetSystemTimeAdjustment,1
GetSystemTimeAdjustment->LoadLibraryExW,1
LoadLibraryExW->GetOverlappedResult,1
GetOverlappedResult->GetPriorityClass,1
GetPriorityClass->SetEvent,1
SetEvent->CoInitialize,1
VirtualProtectEx->GetModuleHandleA,1
Sleep->GetSystemTime,1
GetProcAddress->EditStreamSetNameA,1
LeaveCriticalSection->SetStdHandle,1
GetStringTypeA->FoldStringA,1
FoldStringA->OpenThread,1
OpenThread->GetProcessVersion,1
GetProcessVersion->SetCurrentDirectoryA,1
SetCurrentDirectoryA->GetConsoleTitleA,1
GetConsoleTitleA->GetPrivateProfileIntW,1
GetPrivateProfileIntW->DeleteFileA,1
DeleteFileA->CreateMutexW,1
CreateMutexW->lstrcpyW,1
lstrcpyW->EnterCriticalSection,1
LoadLibraryA->GetCurrentProcess,1
GetCurrentProcess->SetEnvironmentVariableA,1
SetEnvironmentVariableA->GetTickCount,1
GetTickCount->SetVolumeLabelA,1
SetVolumeLabelA->OpenKeyReaderWriter,1
OpenKeyReaderWriter->g_fnStartTransport,1
g_fnStartTransport->LoadClientAdapter,1
LoadClientAdapter->OpenKeyReader,1
GetStartupInfoW->RemoveDirectoryA,1
RemoveDirectoryA->GetTickCount,1
GetTickCount->HeapSize,1
HeapSize->SetEvent,1
GetEnvironmentVariableW->OpenProcess,1
OpenProcess->DeleteFileA,1
DeleteFileA->FindClose,1
GetModuleHandleA->GetCommandLineW,1
GetCommandLineW->GetFileAttributesA,1
SetLastError->CreateMutexA,1
CreateMutexA->CreateFileA,1
VirtualAllocEx->GetStdHandle,1
GetStdHandle->WaitForSingleObject,1
WaitForSingleObject->ExitProcess,1
ResetEvent->CallWindowProcW,1
GetDC->MessageBoxA,1
MessageBoxA->DispatchMessageW,1
DispatchMessageW->PeekMessageA,1
GetClassInfoA->GetWindowLongA,1
GetWindowLongA->GetSysColor,1
GetSysColor->FindWindowW,1
GetDC->CloseNbfPerformanceData,1
AddAtomA->SetLastError,1
DestroyMenu->GlobalAlloc,1
GlobalAlloc->GlobalGetAtomNameA,1
GlobalGetAtomNameA->lstrcmpA,1
lstrcmpA->SetupComm,1
SetupComm->GetComputerNameExW,1
GetComputerNameExW->IsBadStringPtrA,1
IsBadStringPtrA->OpenFileMappingW,1
OpenFileMappingW->GetThreadLocale,1
GetThreadLocale->GetUserDefaultUILanguage,1
GetUserDefaultUILanguage->FormatMessageA,1
FormatMessageA->SetFileAttributesA,1
SetFileAttributesA->CreateEventW,1
CreateEventW->FileTimeToSystemTime,1
MultiByteToWideChar->AreFileApisANSI,1
AreFileApisANSI->GetVersionExA,1
GetVersionExA->OpenFileMappingA,1
InterlockedExchange->RemoveDirectoryA,1
VirtualAllocEx->LCMapStringA,1
GetCPInfo->LCMapStringW,1
LCMapStringW->LoadBitmapA,1
ShowWindow->LoadImageA,1
GetStartupInfoA->BeginPaint,1
InvalidateRect->PostQuitMessage,1
PostQuitMessage->GetMenu,1
PeekMessageW->GetDC,1
ReleaseDC->RegisterWindowMessageW,1
RegisterClassExW->LineTo,1
SetTextColor->SetPixel,1
SetPixel->LineDDA,1
ReleaseDC->SetWaitableTimer,1
SetWaitableTimer->FindFirstFileA,1
FindFirstFileA->GetCompressedFileSizeW,1
GetCompressedFileSizeW->GetComputerNameW,1
GetComputerNameW->GetLocaleInfoA,1
GetLocaleInfoA->CreateFileW,1
CreateFileW->GetCurrentThread,1
GetCurrentThread->SetFilePointer,1
SetFilePointer->GetUserDefaultUILanguage,1
GetUserDefaultUILanguage->FindFirstFileW,1
FindFirstFileW->GetTempFileNameA,1
GetTempFileNameA->GlobalGetAtomNameW,1
GlobalGetAtomNameW->GetWindowsDirectoryA,1
GetWindowsDirectoryA->GetSystemInfo,1
GetSystemInfo->GetModuleFileNameA,1
GetModuleFileNameA->GetProfileStringW,1
GetProfileStringW->GlobalReAlloc,1
ExitThread->GetDiskFreeSpaceW,1
CreateFileA->GetComputerNameW,1
GetComputerNameW->lstrcpynA,1
lstrcpynA->FindAtomA,1
FindAtomA->ResetEvent,1
GetTickCount->GetCommandLineW,1
GetCommandLineW->LoadLibraryW,1
LoadLibraryW->GetFileAttributesA,1
HeapCreate->GetDriveTypeA,1
GetDriveTypeA->GetLocalTime,1
ReleaseMutex->GetComboBoxInfo,1
GetComboBoxInfo->DispatchMessageA,1
DrawStateA->GetKeyState,1
GetKeyState->DestroyCaret,1
CreateWindowExA->GetClipCursor,1
GetDlgItem->SnmpTfxOpen,1
SnmpTfxOpen->SnmpUtilMemAlloc,1
SnmpUtilMemAlloc->SnmpTfxClose,1
SnmpUtilMemFree->SnmpTfxQuery,1
GetLastError->TerminateThread,1
ExitProcess->GetSystemTime,1
GetSystemTime->PulseEvent,1
PulseEvent->VirtualProtect,1
VirtualProtect->VirtualLock,1
VirtualLock->GetModuleFileNameA,1
GetSystemDirectoryA->IsBadCodePtr,1
IsBadCodePtr->FlushFileBuffers,1
FlushFileBuffers->IsZoomed,1
IsZoomed->GetParent,1
GetWindow->LoadIconA,1
GetClientRect->SetTimer,1
SetTimer->CopySid,1
GetWsChanges->EditStreamSetNameA,1
EditStreamSetNameA->DrawDibClose,1
DrawDibClose->ICCompressorFree,1
FreeEnvironmentStringsA->LocalFree,1
GetACP->CreateFileMappingA,1
CreateFileMappingA->FindClose,1
LocalLock->GetLastError,1
TlsGetValue->WaitForMultipleObjects,1
WaitForMultipleObjects->GetConsoleAliasA,1
GetConsoleAliasA->CloseHandle,1
CloseHandle->GetConsoleCP,1
Sleep->LoadLibraryExA,1
GlobalUnlock->GetModuleHandleA,1
GetModuleHandleA->GetCalendarInfoA,1
GetCalendarInfoA->FindAtomA,1
FindAtomA->CallWindowProcA,1
CallWindowProcA->DrawTextA,1
GetDC->GetDlgItem,1
SetFocus->GetMessageA,1
GetMessageA->CreateDialogParamA,1
CreateDialogParamA->DefWindowProcA,1
DefWindowProcA->GetIconInfo,1
GetIconInfo->ASN1BERDecEoid,1
ASN1BERDecCheck->ASN1BEREncLength,1
ASN1BEREncLength->MessageBoxA,1
ReadFile->GetConsoleOutputCP,1
GetDialogBaseUnits->GrayStringW,1
GrayStringW->CreateMenu,1
CreateMenu->IsWindow,1
IsWindow->DeferWindowPos,1
DeferWindowPos->GetDesktopWindow,1
GetDesktopWindow->GetMenuState,1
GetMenuState->SendNotifyMessageW,1
GetForegroundWindow->AppendMenuW,1
AppendMenuW->CloseDesktop,1
CloseDesktop->IsZoomed,1
IsZoomed->GetModuleHandleA,1
GetOEMCP->PulseEvent,1
PulseEvent->CreateThread,1
CreateThread->CreateDirectoryA,1
CreateDirectoryA->GetFileInformationByHandle,1
GetFileInformationByHandle->SetNamedPipeHandleState,1
SetNamedPipeHandleState->lstrcmpiA,1
lstrcmpiA->QueryWorkingSet,1
QueryWorkingSet->PathUnmakeSystemFolderA,1
PathUnmakeSystemFolderA->RegQueryValueExA,1
RegQueryValueExW->RegReplaceKeyA,1
GetProcAddress->GetStockObject,1
KeWaitForSingleObject->ExAllocatePoolWithTag,1
ExAllocatePoolWithTag->memcpy,1
wcsncat->memset,1
memset->ZwAllocateVirtualMemory,1
sprintf->ZwCreateSection,1
ZwCreateSection->KeTickCount,1
KeBugCheckEx->ZwClose,1
ZwClose->MmGetSystemRoutineAddress,1
MmGetSystemRoutineAddress->RtlUnwind,1
FindVolumeClose->lstrlenA,1
lstrlenA->InterlockedExchange,1
InterlockedExchange->GetPrivateProfileIntW,1
GetPrivateProfileIntW->CreateMutexA,1
WriteFile->GetExitCodeProcess,1
ResetEvent->GetACP,1
GetACP->GlobalSize,1
GlobalSize->GetCommandLineA,1
GetModuleHandleW->GlobalFree,1
LocalFree->CreateEventA,1
CreateEventA->IsValidSid,1
RegCloseKey->CreateServiceA,1
IsValidAcl->ClearEventLogA,1
ClearEventLogA->RegQueryValueA,1
RegQueryValueA->IsTextUnicode,1
IsTextUnicode->RegDeleteKeyA,1
RegCreateKeyExA->LsaClose,1
LsaClose->RegDeleteValueA,1
RegDeleteValueA->RegEnumKeyA,1
RegEnumKeyA->ApplyPatchToFileA,1
GetModuleHandleA->GetLocalTime,1
GetLocalTime->PulseEvent,1
ResetEvent->VirtualFree,1
LCMapStringA->ReadFile,1
SetFilePointer->GetStartupInfoA,1
ExitProcess->IsBadWritePtr,1
HeapValidate->DebugBreak,1
VirtualAlloc->LCMapStringW,1
GetFocus->FindWindowA,1
SendMessageA->LoadStringA,1
GetActiveWindow->mixerClose,1
waveInClose->joySetCapture,1
ReleaseMutex->GetMailslotInfo,1
GetMailslotInfo->InterlockedExchange,1
InterlockedExchange->GetExitCodeProcess,1
GetExitCodeProcess->GetModuleHandleW,1
lstrlenA->ResetEvent,1
ResetEvent->VirtualAlloc,1
VirtualAlloc->ReadFile,1
ReadFile->FindVolumeClose,1
FindVolumeClose->GetDriveTypeW,1
GetDriveTypeW->GetPrivateProfileIntW,1
GetPrivateProfileIntW->GlobalFree,1
GlobalFree->FreeConsole,1
FreeConsole->LocalSize,1
LocalSize->CreateThread,1
CreateThread->CreateFileW,1
GetACP->DrawStateW,1
DrawStateW->GetKeyboardType,1
GetKeyboardType->IsIconic,1
IsIconic->GetCursorInfo,1
GetCursorInfo->EndDialog,1
GetDlgItem->CreateWindowExA,1
SetFocus->ReportError,1
